,Track,Artist,Region,Country,Sub_Region,Track_n_Region,days_on_chart,first_appeared_date
468517,Don’t You Feel It,Sub Focus,de,Germany,Western Europe,Don’t You Feel It de,1,5/11/2017
468518,On My Mind,Disciples,de,Germany,Western Europe,On My Mind de,1,7/7/2017
468519,Bongzimmer,SXTN,de,Germany,Western Europe,Bongzimmer de,4,6/2/2017
468520,I Don’t Know Why,Imagine Dragons,de,Germany,Western Europe,I Don’t Know Why de,7,6/22/2017
468521,2 Seelen,Kontra K,de,Germany,Western Europe,2 Seelen de,14,4/27/2017
468523,Work,Rihanna,de,Germany,Western Europe,Work de,10,12/31/2016
468525,Knöcheltief,Trettmann,de,Germany,Western Europe,Knöcheltief de,16,8/1/2017
468527,Middle Of The Night,The Vamps,de,Germany,Western Europe,Middle Of The Night de,1,4/27/2017
468528,Auge des Tigers,Majoe,de,Germany,Western Europe,Auge des Tigers de,4,2/9/2017
468529,Performance,The xx,de,Germany,Western Europe,Performance de,3,1/12/2017
468530,Talking to You,Izzy Bizu,de,Germany,Western Europe,Talking to You de,18,1/2/2017
468531,"Gezogen, Gezielt, Geschossen, Getroffen!",Maxwell,de,Germany,Western Europe,"Gezogen, Gezielt, Geschossen, Getroffen! de",10,3/23/2017
468532,Lean On (feat. MØ & DJ Snake),Major Lazer,de,Germany,Western Europe,Lean On (feat. MØ & DJ Snake) de,9,12/31/2016
468533,Talking to Myself,Linkin Park,de,Germany,Western Europe,Talking to Myself de,15,5/18/2017
468534,A.C.A.B. II,SpongeBOZZ,de,Germany,Western Europe,A.C.A.B. II de,16,5/25/2017
468535,Triumph,Kool Savas,de,Germany,Western Europe,Triumph de,9,1/8/2017
468536,Pocahontas,AnnenMayKantereit,de,Germany,Western Europe,Pocahontas de,8,12/31/2016
468537,Started from the Bottom,SpongeBOZZ,de,Germany,Western Europe,Started from the Bottom de,10,1/12/2017
468538,Asozial,Mert,de,Germany,Western Europe,Asozial de,7,8/10/2017
468540,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,de,Germany,Western Europe,Trust Nobody (feat. Selena Gomez & Tory Lanez) de,20,12/31/2016
468543,PRIDE.,Kendrick Lamar,de,Germany,Western Europe,PRIDE. de,13,4/13/2017
468544,Free Smoke,Drake,de,Germany,Western Europe,Free Smoke de,13,3/18/2017
468545,Sweet Creature,Harry Styles,de,Germany,Western Europe,Sweet Creature de,8,5/4/2017
468546,Sampler 4 Snippet,187 Strassenbande,de,Germany,Western Europe,Sampler 4 Snippet de,4,7/9/2017
468548,Lange Nächte in FFM,Capo,de,Germany,Western Europe,Lange Nächte in FFM de,7,7/6/2017
468549,Leben ruinieren,Kraftklub,de,Germany,Western Europe,Leben ruinieren de,7,6/2/2017
468550,Erblindet,Bonez MC,de,Germany,Western Europe,Erblindet de,14,12/31/2016
468551,Trill,Genetikk,de,Germany,Western Europe,Trill de,4,6/6/2017
468553,I Feel So Bad,Kungs,de,Germany,Western Europe,I Feel So Bad de,13,2/4/2017
468554,Kafa Bir Milyon,KC Rebell,de,Germany,Western Europe,Kafa Bir Milyon de,14,6/15/2017
468555,Only One - Radio Edit,Sigala,de,Germany,Western Europe,Only One - Radio Edit de,16,1/20/2017
468556,Benz AMG (feat. Summer Cem),KC Rebell,de,Germany,Western Europe,Benz AMG (feat. Summer Cem) de,8,1/1/2017
468557,Leer,KC Rebell,de,Germany,Western Europe,Leer de,8,1/1/2017
468559,Zieh zieh zieh,Capital Bra,de,Germany,Western Europe,Zieh zieh zieh de,8,2/2/2017
468560,Dancing in Flames - Dandy Lion Remix,Chinook,de,Germany,Western Europe,Dancing in Flames - Dandy Lion Remix de,2,2/10/2017
468562,Switch Stance,Bushido,de,Germany,Western Europe,Switch Stance de,13,6/8/2017
468563,Sklave,Kraftklub,de,Germany,Western Europe,Sklave de,12,6/2/2017
468564,Aus Hatern werden Fans,Majoe,de,Germany,Western Europe,Aus Hatern werden Fans de,13,1/27/2017
468565,What Do You Love,Seeb,de,Germany,Western Europe,What Do You Love de,19,12/31/2016
468566,Ich brauch Dich,KC Rebell,de,Germany,Western Europe,Ich brauch Dich de,20,12/31/2016
468567,Taped Up Heart (feat. Clara Mae),KREAM,de,Germany,Western Europe,Taped Up Heart (feat. Clara Mae) de,18,1/1/2017
468569,Conor McGregor,Azad,de,Germany,Western Europe,Conor McGregor de,19,7/20/2017
468570,Paper,KC Rebell,de,Germany,Western Europe,Paper de,16,12/31/2016
468571,Gyalchester,Drake,de,Germany,Western Europe,Gyalchester de,19,3/18/2017
468572,Hoodi,Nimo,de,Germany,Western Europe,Hoodi de,17,6/15/2017
468574,A L I E N S,Coldplay,de,Germany,Western Europe,A L I E N S de,2,7/6/2017
468576,Heatstroke,Calvin Harris,de,Germany,Western Europe,Heatstroke de,8,3/30/2017
468577,Shadow Of The Day,Linkin Park,de,Germany,Western Europe,Shadow Of The Day de,5,7/20/2017
468578,Almost Home,Sultan + Shepard,de,Germany,Western Europe,Almost Home de,11,7/26/2017
468580,Atme aus,Majoe,de,Germany,Western Europe,Atme aus de,4,2/9/2017
468581,Neuanfang,Clueso,de,Germany,Western Europe,Neuanfang de,1,1/1/2017
468582,Nie mehr Fastelovend,Querbeat,de,Germany,Western Europe,Nie mehr Fastelovend de,5,2/22/2017
468584,Tunnel Vision,Kodak Black,de,Germany,Western Europe,Tunnel Vision de,18,3/15/2017
468585,Mir,Ufo361,de,Germany,Western Europe,Mir de,1,4/27/2017
468586,American Express (feat. Farid Bang),Kollegah,de,Germany,Western Europe,American Express (feat. Farid Bang) de,17,12/31/2016
468587,Spirits,The Strumbellas,de,Germany,Western Europe,Spirits de,6,12/31/2016
468588,Break Up Every Night,The Chainsmokers,de,Germany,Western Europe,Break Up Every Night de,7,4/6/2017
468589,Ground Zero,Bushido,de,Germany,Western Europe,Ground Zero de,9,6/8/2017
468590,Gott sei dank,Ufo361,de,Germany,Western Europe,Gott sei dank de,7,4/27/2017
468591,Wir sind groß,Mark Forster,de,Germany,Western Europe,Wir sind groß de,7,12/31/2016
468593,1 Joint,Maxwell,de,Germany,Western Europe,1 Joint de,5,3/23/2017
468594,Don't Quit,DJ Khaled,de,Germany,Western Europe,Don't Quit de,5,6/22/2017
468595,Wo ich hin will (Outro),KC Rebell,de,Germany,Western Europe,Wo ich hin will (Outro) de,4,6/15/2017
468596,Nothings Into Somethings,Drake,de,Germany,Western Europe,Nothings Into Somethings de,5,3/18/2017
468597,Cadillac,Marteria,de,Germany,Western Europe,Cadillac de,5,5/25/2017
468598,Foreign Place,Neptunica,de,Germany,Western Europe,Foreign Place de,4,8/4/2017
468599,Narben (feat. MoTrip),Majoe,de,Germany,Western Europe,Narben (feat. MoTrip) de,13,2/9/2017
468600,A Lie,French Montana,de,Germany,Western Europe,A Lie de,6,7/14/2017
468602,Love Me Better,James Blunt,de,Germany,Western Europe,Love Me Better de,1,1/26/2017
468603,051 - Tatort Kletterpark - Teil 02,Die drei ??? Kids,de,Germany,Western Europe,051 - Tatort Kletterpark - Teil 02 de,5,2/4/2017
468604,Totentanz,Capo,de,Germany,Western Europe,Totentanz de,7,7/6/2017
468605,Er will Sex,SXTN,de,Germany,Western Europe,Er will Sex de,3,5/4/2017
468606,Geld machen,Capital Bra,de,Germany,Western Europe,Geld machen de,7,2/2/2017
468607,Party On The West Coast (feat. Snoop Dogg),Matoma,de,Germany,Western Europe,Party On The West Coast (feat. Snoop Dogg) de,15,5/25/2017
468608,Sharp Edges,Linkin Park,de,Germany,Western Europe,Sharp Edges de,6,5/18/2017
468609,Lost Boy,Ruth B.,de,Germany,Western Europe,Lost Boy de,18,1/7/2017
468610,Comin Out Strong,Future,de,Germany,Western Europe,Comin Out Strong de,7,2/23/2017
468611,Menschen Leben Tanzen Welt,Jim Pandzko,de,Germany,Western Europe,Menschen Leben Tanzen Welt de,5,4/6/2017
468613,Sirenen - Full Version,Casper,de,Germany,Western Europe,Sirenen - Full Version de,7,6/20/2017
468615,BLOOD.,Kendrick Lamar,de,Germany,Western Europe,BLOOD. de,7,4/13/2017
468616,Would You Ever,Skrillex,de,Germany,Western Europe,Would You Ever de,20,7/27/2017
468617,Genauso wie immer,Capo,de,Germany,Western Europe,Genauso wie immer de,7,7/6/2017
468618,Papercut,Linkin Park,de,Germany,Western Europe,Papercut de,5,7/20/2017
468619,What About Us,P!nk,de,Germany,Western Europe,What About Us de,7,8/10/2017
468620,Die Immer Lacht - Radio 2016 Mix,Stereoact,de,Germany,Western Europe,Die Immer Lacht - Radio 2016 Mix de,20,12/31/2016
468621,Kontrolle verloren - Bonustrack,KC Rebell,de,Germany,Western Europe,Kontrolle verloren - Bonustrack de,7,6/15/2017
468622,Get It Together,Drake,de,Germany,Western Europe,Get It Together de,19,3/18/2017
468625,Million,Eno,de,Germany,Western Europe,Million de,5,1/5/2017
468626,Ich will mehr (feat. Kollegah) - Bonustrack,Majoe,de,Germany,Western Europe,Ich will mehr (feat. Kollegah) - Bonustrack de,6,2/9/2017
468628,Wie alles begann,Capital Bra,de,Germany,Western Europe,Wie alles begann de,8,7/9/2017
468629,Whole Heart,Gryffin,de,Germany,Western Europe,Whole Heart de,12,2/28/2017
468630,Walking The Wire,Imagine Dragons,de,Germany,Western Europe,Walking The Wire de,9,6/15/2017
468633,Irgendwann,Nimo,de,Germany,Western Europe,Irgendwann de,5,6/15/2017
468634,Theorie und Praxis,Bushido,de,Germany,Western Europe,Theorie und Praxis de,4,6/4/2017
468636,Links,Marteria,de,Germany,Western Europe,Links de,5,5/25/2017
468637,Viertel,Zuna,de,Germany,Western Europe,Viertel de,13,4/13/2017
468639,Cake By The Ocean,DNCE,de,Germany,Western Europe,Cake By The Ocean de,10,12/31/2016
468640,Angst,Bushido,de,Germany,Western Europe,Angst de,8,6/8/2017
468643,Veni Vidi Siktim,Nimo,de,Germany,Western Europe,Veni Vidi Siktim de,10,6/15/2017
468644,Standort (feat. Tommy) - Bonustrack,Capo,de,Germany,Western Europe,Standort (feat. Tommy) - Bonustrack de,4,7/6/2017
468645,Crawling,Linkin Park,de,Germany,Western Europe,Crawling de,9,7/20/2017
468650,Salut,KC Rebell,de,Germany,Western Europe,Salut de,14,6/15/2017
468651,Bloodstream,The Chainsmokers,de,Germany,Western Europe,Bloodstream de,7,4/6/2017
468653,Everyday,Ariana Grande,de,Germany,Western Europe,Everyday de,7,3/21/2017
468654,Cool Girl,Tove Lo,de,Germany,Western Europe,Cool Girl de,18,12/31/2016
468655,Are You Happy,Bipolar Sunshine,de,Germany,Western Europe,Are You Happy de,1,3/23/2017
468656,Ich mach alles kaputt,Capital Bra,de,Germany,Western Europe,Ich mach alles kaputt de,7,2/2/2017
468657,Want You Back,HAIM,de,Germany,Western Europe,Want You Back de,1,5/4/2017
468658,Du weißt wo ich wohn,Ufo361,de,Germany,Western Europe,Du weißt wo ich wohn de,8,4/27/2017
468660,Mosaik (feat. Rico),Kontra K,de,Germany,Western Europe,Mosaik (feat. Rico) de,7,4/27/2017
468661,So Good,Zara Larsson,de,Germany,Western Europe,So Good de,15,1/26/2017
468663,Geschlossene Gesellschaft,Bushido,de,Germany,Western Europe,Geschlossene Gesellschaft de,14,6/8/2017
468664,Hellrot,Prinz Pi,de,Germany,Western Europe,Hellrot de,14,8/3/2017
468669,Friday Night,Vigiland,de,Germany,Western Europe,Friday Night de,4,5/23/2017
468671,Nix war Geplant,Maxwell,de,Germany,Western Europe,Nix war Geplant de,7,3/23/2017
468672,Breaking The Habit,Linkin Park,de,Germany,Western Europe,Breaking The Habit de,6,7/20/2017
468673,Lonely Together (feat. Rita Ora),Avicii,de,Germany,Western Europe,Lonely Together (feat. Rita Ora) de,6,8/10/2017
468674,Not Afraid Anymore,Halsey,de,Germany,Western Europe,Not Afraid Anymore de,7,1/12/2017
468677,Ciao Ciao,Bonez MC,de,Germany,Western Europe,Ciao Ciao de,16,12/31/2016
468683,Tauchstation,Marteria,de,Germany,Western Europe,Tauchstation de,8,5/25/2017
468684,NA,NA,de,Germany,Western Europe,NA de,10,7/19/2017
468685,Chemie Chemie Ya,Kraftklub,de,Germany,Western Europe,Chemie Chemie Ya de,15,6/2/2017
468686,Without You (feat. Sandro Cavazza),Avicii,de,Germany,Western Europe,Without You (feat. Sandro Cavazza) de,7,8/10/2017
468687,Hakuna Matata,Maxwell,de,Germany,Western Europe,Hakuna Matata de,10,12/31/2016
468688,20 Prozent - Bonustrack,KC Rebell,de,Germany,Western Europe,20 Prozent - Bonustrack de,2,6/15/2017
468689,Hände weg (feat. Rico),Kontra K,de,Germany,Western Europe,Hände weg (feat. Rico) de,7,4/27/2017
468690,Apocalyptic Infinity,SpongeBOZZ,de,Germany,Western Europe,Apocalyptic Infinity de,7,1/12/2017
468692,Carolina,Harry Styles,de,Germany,Western Europe,Carolina de,2,5/11/2017
468695,Azzlack Madaffakk (feat. Celo & Abdi) - Bonustrack,Capo,de,Germany,Western Europe,Azzlack Madaffakk (feat. Celo & Abdi) - Bonustrack de,4,7/6/2017
468696,Fallout,Bushido,de,Germany,Western Europe,Fallout de,14,6/8/2017
468697,Go For Broke (feat. James Arthur),Machine Gun Kelly,de,Germany,Western Europe,Go For Broke (feat. James Arthur) de,1,5/11/2017
468698,Slow Down The Flow,Tal,de,Germany,Western Europe,Slow Down The Flow de,1,1/5/2017
468699,Nur mit Dir,Helene Fischer,de,Germany,Western Europe,Nur mit Dir de,12,5/12/2017
468700,Paradies,Fler,de,Germany,Western Europe,Paradies de,5,5/4/2017
468703,Stresserblick 2 (feat. Kurdo),Majoe,de,Germany,Western Europe,Stresserblick 2 (feat. Kurdo) de,16,1/1/2017
468705,Invisible,Linkin Park,de,Germany,Western Europe,Invisible de,10,5/11/2017
468706,Talk About It,Mike Perry,de,Germany,Western Europe,Talk About It de,9,3/2/2017
468710,Du musst mir geben,KC Rebell,de,Germany,Western Europe,Du musst mir geben de,19,6/5/2017
468711,Blossom,Milky Chance,de,Germany,Western Europe,Blossom de,10,3/16/2017
468720,Große Brüder,Marteria,de,Germany,Western Europe,Große Brüder de,5,5/25/2017
468722,A.S.S.N.,AK Ausserkontrolle,de,Germany,Western Europe,A.S.S.N. de,10,5/4/2017
468723,Madiba Riddim,Drake,de,Germany,Western Europe,Madiba Riddim de,14,3/18/2017
468725,Bombay,Jazn,de,Germany,Western Europe,Bombay de,15,8/2/2017
468727,Feel Good Inc.,filous,de,Germany,Western Europe,Feel Good Inc. de,10,1/20/2017
468731,Volles Magazin,Zuna,de,Germany,Western Europe,Volles Magazin de,12,4/13/2017
468732,Nervous (The Ooh Song) - Mark McCabe Remix,Gavin James,de,Germany,Western Europe,Nervous (The Ooh Song) - Mark McCabe Remix de,5,2/10/2017
468736,Neuer alter Savas,DCVDNS,de,Germany,Western Europe,Neuer alter Savas de,8,5/18/2017
468742,Alle meine Jungs,Capital Bra,de,Germany,Western Europe,Alle meine Jungs de,9,2/2/2017
468744,Stripperin,Bausa,de,Germany,Western Europe,Stripperin de,4,4/20/2017
468745,I Don't Know Why - Danny Avila Remix,Gavin James,de,Germany,Western Europe,I Don't Know Why - Danny Avila Remix de,1,2/9/2017
468746,Some Kind Of Drug,G-Eazy,de,Germany,Western Europe,Some Kind Of Drug de,9,1/14/2017
468749,Love$ick (feat. A$AP Rocky),Mura Masa,de,Germany,Western Europe,Love$ick (feat. A$AP Rocky) de,8,12/31/2016
468754,24 Karat (feat. Ali As & Seyed) - Remix,Kollegah,de,Germany,Western Europe,24 Karat (feat. Ali As & Seyed) - Remix de,19,3/23/2017
468755,Feel It Still,Portugal. The Man,de,Germany,Western Europe,Feel It Still de,6,7/31/2017
468757,Ghetto Massari,Capital Bra,de,Germany,Western Europe,Ghetto Massari de,19,7/29/2017
468759,Dale,Zuna,de,Germany,Western Europe,Dale de,14,4/13/2017
468761,WEIHRAUCH,Metrickz,de,Germany,Western Europe,WEIHRAUCH de,7,8/10/2017
468762,Krabbenkoke,SpongeBOZZ,de,Germany,Western Europe,Krabbenkoke de,1,6/8/2017
468764,Jorja Interlude,Drake,de,Germany,Western Europe,Jorja Interlude de,8,3/18/2017
468765,1000 Bitches,Ufo361,de,Germany,Western Europe,1000 Bitches de,11,4/27/2017
468767,Tresi,KALIM,de,Germany,Western Europe,Tresi de,7,8/10/2017
468771,Lush Life,Zara Larsson,de,Germany,Western Europe,Lush Life de,19,12/31/2016
468772,Guck Mama,Zuna,de,Germany,Western Europe,Guck Mama de,18,4/13/2017
468777,"Boom (feat. MOTi, TY Dolla $ign, Wizkid & Kranium)",Major Lazer,de,Germany,Western Europe,"Boom (feat. MOTi, TY Dolla $ign, Wizkid & Kranium) de",18,12/31/2016
468779,What Would I Change It To (feat. AlunaGeorge),Avicii,de,Germany,Western Europe,What Would I Change It To (feat. AlunaGeorge) de,7,8/10/2017
468780,Don't Say,The Chainsmokers,de,Germany,Western Europe,Don't Say de,4,4/6/2017
468781,80 Millionen,Max Giesinger,de,Germany,Western Europe,80 Millionen de,6,12/31/2016
468782,Controlla,Drake,de,Germany,Western Europe,Controlla de,8,12/31/2016
468784,Brave For You,The xx,de,Germany,Western Europe,Brave For You de,1,1/12/2017
468785,Rhythm Is a Gangster,SpongeBOZZ,de,Germany,Western Europe,Rhythm Is a Gangster de,7,6/8/2017
468786,Mama bitte wein nicht,Capital Bra,de,Germany,Western Europe,Mama bitte wein nicht de,7,2/2/2017
468787,Geh mir aus dem Weg,Ufo361,de,Germany,Western Europe,Geh mir aus dem Weg de,7,4/27/2017
468801,Pagare Para Money (feat. Haftbefehl),Capo,de,Germany,Western Europe,Pagare Para Money (feat. Haftbefehl) de,6,7/6/2017
468805,Endgegner,Azad,de,Germany,Western Europe,Endgegner de,7,5/14/2017
468806,Truth or Dare,R3HAB,de,Germany,Western Europe,Truth or Dare de,1,6/22/2017
468807,Moving On and Getting Over,John Mayer,de,Germany,Western Europe,Moving On and Getting Over de,1,1/19/2017
468808,Zum ersten Mal Nintendo,Philipp Poisel,de,Germany,Western Europe,Zum ersten Mal Nintendo de,1,1/12/2017
468809,Breathe,Astrid S,de,Germany,Western Europe,Breathe de,16,1/1/2017
468810,Points Of Authority,Linkin Park,de,Germany,Western Europe,Points Of Authority de,1,7/20/2017
468816,Tied Up,The Magician,de,Germany,Western Europe,Tied Up de,1,2/16/2017
468819,Mike Tyson - Bonustrack,Kurdo,de,Germany,Western Europe,Mike Tyson - Bonustrack de,7,7/21/2017
468820,Reminder,The Weeknd,de,Germany,Western Europe,Reminder de,3,2/19/2017
468821,Patte,Nimo,de,Germany,Western Europe,Patte de,1,6/15/2017
468822,Havana,Camila Cabello,de,Germany,Western Europe,Havana de,9,8/8/2017
468824,What Is Love 2016 - Regi & Lester Williams Remix,Lost Frequencies,de,Germany,Western Europe,What Is Love 2016 - Regi & Lester Williams Remix de,7,1/17/2017
468826,Ja ja aka. LMAA,SDP,de,Germany,Western Europe,Ja ja aka. LMAA de,2,3/9/2017
468827,Feel the Love - Sam Feldt Edit,Janieck,de,Germany,Western Europe,Feel the Love - Sam Feldt Edit de,6,1/6/2017
468828,Cocaine Cowboys,Dardan,de,Germany,Western Europe,Cocaine Cowboys de,1,5/18/2017
468829,Nutte hier bin ich,Nimo,de,Germany,Western Europe,Nutte hier bin ich de,6,6/15/2017
468830,Answer,Janice,de,Germany,Western Europe,Answer de,1,1/19/2017
468831,Machinegunflows,SpongeBOZZ,de,Germany,Western Europe,Machinegunflows de,4,4/6/2017
468832,All Or Nothing,Lost Frequencies,de,Germany,Western Europe,All Or Nothing de,19,2/18/2017
468833,Wann wenn nicht jetzt,Ufo361,de,Germany,Western Europe,Wann wenn nicht jetzt de,7,4/27/2017
468834,Ja Braaa,Capital Bra,de,Germany,Western Europe,Ja Braaa de,1,5/9/2017
468835,Don't You Know - Radio Edit,Kungs,de,Germany,Western Europe,Don't You Know - Radio Edit de,1,1/1/2017
468837,Teenage Fever,Drake,de,Germany,Western Europe,Teenage Fever de,13,3/18/2017
468838,Trouble,R3HAB,de,Germany,Western Europe,Trouble de,1,1/26/2017
468841,Jonny Walker Kaffa,Luciano,de,Germany,Western Europe,Jonny Walker Kaffa de,1,3/30/2017
468843,4422,Drake,de,Germany,Western Europe,4422 de,9,3/18/2017
468844,Albtraum,Capital Bra,de,Germany,Western Europe,Albtraum de,6,2/2/2017
468845,Moonrocks,SpongeBOZZ,de,Germany,Western Europe,Moonrocks de,7,6/8/2017
468847,"Bye, Bye",RAF Camora,de,Germany,Western Europe,"Bye, Bye de",14,8/3/2017
468848,Am Ende,Kraftklub,de,Germany,Western Europe,Am Ende de,7,6/2/2017
468849,Perfect Places,Lorde,de,Germany,Western Europe,Perfect Places de,9,6/10/2017
468852,1ne Million,Maxwell,de,Germany,Western Europe,1ne Million de,7,3/23/2017
468855,110,Ufo361,de,Germany,Western Europe,110 de,8,4/27/2017
468858,Silence,Marshmello,de,Germany,Western Europe,Silence de,7,8/10/2017
468863,Bleed It Out,Linkin Park,de,Germany,Western Europe,Bleed It Out de,9,7/19/2017
468864,On Hold,The xx,de,Germany,Western Europe,On Hold de,11,1/12/2017
468867,Feel Good,Felix Jaehn,de,Germany,Western Europe,Feel Good de,10,8/3/2017
468868,Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,de,Germany,Western Europe,Love U Better (feat. Lil Wayne & The-Dream) de,1,7/13/2017
468869,In meiner Wolke,RAF Camora,de,Germany,Western Europe,In meiner Wolke de,4,7/13/2017
468870,Fressen und Gefressen werden,Maxwell,de,Germany,Western Europe,Fressen und Gefressen werden de,7,3/23/2017
468874,Faint,Linkin Park,de,Germany,Western Europe,Faint de,7,7/20/2017
468875,Lips,The xx,de,Germany,Western Europe,Lips de,4,1/12/2017
468878,Nachtaktiv,Kurdo,de,Germany,Western Europe,Nachtaktiv de,14,8/3/2017
468884,Gangzeichen,Maxwell,de,Germany,Western Europe,Gangzeichen de,7,3/23/2017
468886,My Type,The Chainsmokers,de,Germany,Western Europe,My Type de,5,4/6/2017
468892,Lass uns gehen (feat. KC Rebell),Majoe,de,Germany,Western Europe,Lass uns gehen (feat. KC Rebell) de,7,2/9/2017
468897,No Favors,Big Sean,de,Germany,Western Europe,No Favors de,11,2/2/2017
468899,Focus (feat. Hamza),KC Rebell,de,Germany,Western Europe,Focus (feat. Hamza) de,8,6/15/2017
468903,FLEX,DAT ADAM,de,Germany,Western Europe,FLEX de,1,3/23/2017
468905,Billie Jean,Michael Jackson,de,Germany,Western Europe,Billie Jean de,1,12/31/2016
